CustAcct,CustomerName,Address1,Address2,City,State,Zip,OfficePhone,OfficeFax,OfficeContactFirstName,OfficeContactLastName,OfficeContactEmailAddress,SalesContactFirstName,ARContactFirstName,SalesContactLastName,SalesContactEmailAddress,ARContactLastName,ARContactEmailAddress,CCContactFirstName,CCContactLastName,CCContactEmailAddress,WebAddress,BranchCode,SmanCode,SalesmanName,MarketGroup,MarketGroupDescription,TaxAreaCode,TaxAreaDescription,FedTaxFlag,FedTaxAreaCode,FedTaxResaleNum,FedTaxAreaDescription,Terms,LastSaleDate,CreditLimit,CreditComments1,CreditComments2,CurBalance,AgeBal1,AgeBal2,AgeBal3,AgeBal4,AgeBal5,AgeBal6,Carrier,FOB,FrtPpdCollect,TaxFlag,ResaleTaxNum,CustDiscRate,ComFlag,CustComRate,ServiceChgFlag,PrintStatementFlag,DeliveryRouteCode,DeliverySeqNum,DeliveryRouteDesc,PrintPricesOnPickFlag,ShipToFlag,NumShipTos,PrimaryShipToCode,PrimaryShipCustomerName,PrimaryShipAddress1,PrimaryShipAddress2,PrimaryShipCity,PrimaryShipState,PrimaryShipZip,PrimaryShipAttention,PrimaryShipInstructions1,PrimaryShipInstructions2,PrimaryShipInstructions3,CustPriceOptDesc,CustPriceCtrl,CustPriceOpt,CustPriceBrkt,CustPricePct,CustPriceChgCtrl,Comments1,Comments2,Comments3,BillingInstructions1,BillingInstructions2,ShippingInstructions1,AutoCreditHoldOpt,ShippingInstructions2,ShippingInstructions3,PORequiredFlag,BlanketPONum,WHCode,PmtGroupCode,PmtGroupDescription,PricingClassCode,PricingClassDesc,ChargeFrtFlag,TaxFrtFlag,KeyCust,SalesClass,CalcClass,CustStatus,OEAddCustPartNumLineFlag,JMCatCustFlag,CSSCustFlag,CSRLastLoginDate,CSRTotLogins,CSRFirstLoginDate,CSRCurLogins,CorpAcctCode,CorpCurrentBudget,CorpLastBudget,CorpMaxOrderTotal,InvcIssueOpt,InvcIssueContact,InvcCopySendFlag,InvcCopySendVia,InvcCopyContact,SendInvcWithDeliveryFlag,OrderConfirmSendFlag,OrderConfirmSendVia,OrderConfirmContact,OrderConfirm2SendVia,OrderConfirm2Contact,ShipNoticeSendFlag,ShipNoticeSendVia,ShipNoticeContact,Field1,Field2,SetupTimeStamp,SetupByUser,LastModifyTimeStamp,LastModifyByUser,ObsoleteFlag,CustID
203100,HOLMES-GLOVER-SOLOMON,"FUNERAL DIRECTORS, INC",4334 BRENTWOOD AVE,JACKSONVILLE,FL,32208,904-768-5215,904-766-5652,MS.,WALKER,,,,,MS.,WALKER,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),C.O.D,3/10/2016,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,N,P,2,0,Northside,Y,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,21,,8/14/2009 2:45:18 PM,CMS,11/20/2014 12:30:15 PM,STEVE,N,10310
203350,ENVIRO-COMP,,P.O. BOX 56110,JACKSONVILLE,FL,32241,904-766-3337,904-766-1255,TOM,.,,,,,TOM,.,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,,250,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,N,P,0,0,(UnAssigned),N,Y,2,3350,ENVIRO-COMP,7000 IMESON RD.,,JACKSONVILLE,FL,32219,TOM,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:19 PM,CMS,,,N,10311
203405,GRACE BAPTIST CHURCH OF,EAST SPRINGFIELD,1553 E.21ST STREET,JACKSONVILLE,FL,32206,904-354-2941,,MR.JAMES,.,,,,,MR.JAMES,.,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),1%10 NET 30,1/13/2026,1000,,,-402.74,-402.74,0,0,0,0,0,Best Way,Destination,P,N,26-08-121951-55C,0,Y,0,N,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,M,Office,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:19 PM,CMS,11/3/2025 2:41:02 PM,JEFF,N,10312
203411,CHURCH OF GOD BY FAITH,,2434 OLD MIDDLEBURG RD.,JACKSONVILLE,FL,32210,904-771-4941,904-771-4972,TAMMY,.,,,,,TAMMY,.,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,8/7/2009,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8012531163C-5 *12,0,Y,0,N,P,7,0,Westside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,21,,8/14/2009 2:45:19 PM,CMS,6/21/2017 9:42:55 AM,DAVID,N,10313
203414,GREATER JAX CHURCH OF GOD,4510 SOUTEL DRIVE,,JACKSONVILLE,FL,32208,904-764-4561,904-764-5301,LOVIE,POWELL,,,,,LOVIE,POWELL,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,1/18/2007,2000,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,N,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,20,,8/14/2009 2:45:19 PM,CMS,,,N,10314
203415,GREATER GRANT MEMORIAL,AME CHURCH,5533 GILCHRIST ROAD,JACKSONVILLE,FL,32219,904-764-5992,904-764-4882,NAZERENE,.,,,,,NAZERENE,.,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,9/29/2006,300,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,26-08-109466-55C,0,Y,0,N,P,2,0,Northside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:20 PM,CMS,9/4/2009 9:35:36 AM,DAWN,N,10315
203669,HIGHLANDS UNITED,METHODIST CHURCH,1955 BROWARD ROAD,JACKSONVILLE,FL,32218,904-757-7909,904-751-5082,ANITA,.,,,,,ANITA,.,,,,,,FLORIDASALES,51,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,4/19/2017,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8012529226C-0,0,Y,0,N,P,2,0,Northside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,23,,8/14/2009 2:45:20 PM,CMS,6/1/2015 3:47:10 PM,STEVE,N,10317
203670,HIDDEN HILLS ANIMAL,HOSPITAL,12134 FORT CAROLINE ROAD,JACKSONVILLE,FL,32225,904-641-3384,904-641-9516,DR.,GLENN DAVIS,,,,,DR.,GLENN DAVIS,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,3/20/2024,200,,,119.22,0,0,0,0,0,119.22,Best Way,Destination,P,Y,,0,Y,0,N,P,12,0,Arlington,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,C,E,A,N,Y,N,,,0,0,0,0,0,0,M,Dania,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:21 PM,CMS,5/3/2021 3:18:13 PM,NATE,N,10318
203740,Redemption Church  (Hinernia HB),,2000 LANE AVENUE SOUTH,JACKSONVILLE,FL,32210,904-781-7574,904-781-7577,ACCOUNTS,PAYABLE,HIBERNIAHYDEPARK@GMAIL.COM,,,,ACCOUNTS,PAYABLE,HIBERNIAHYDEPARK@GMAIL.COM,,,,,FLORIDASALES,50,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,11/30/2017,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8016439978C-4,0,Y,0,N,P,7,0,Westside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,HOURS ARE 8:00-1:00 PM MON-THU,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,C,E,I,N,Y,N,,,0,0,0,0,0,0,M,ACCOUNTS,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:21 PM,CMS,5/9/2017 12:39:13 PM,PETE,N,10319
203800,JACKSONVILLE URBAN LEAGUE,HEAD START PROGRAM,903 WEST UNION ST.,JACKSONVILLE,FL,32204,904-356-8336,904-356-8369,ERNESTO,PEREZ,,CHRIS,WILLIAMS,c.williams@jaxul.org,ERNESTO,PEREZ,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),EX,Tax Exempt,N,,,(UnAssigned),NET 30,12/16/2009,10000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8012621075C-9,0,Y,0,N,P,1,0,Downtown,N,Y,28,1,HEAD START,ANDERS PARK,10770 ANDERS BLVD.,JACKSONVILLE,FL,32246,645-3838,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),Y,A,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,21,,8/14/2009 2:45:21 PM,CMS,10/6/2011 3:55:00 PM,RANDY,N,10320
203801,JUL ECONOMIC & COMMUNITY,DEV. FOUNDATION INC.,903 WEST UNION STREET,JACKSONVILLE,FL,32204,904-356-8336,904-356-8369,MR,PEREZ,,,,,MR,PEREZ,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,11/13/2009,5000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8012621075C-9,0,Y,0,N,P,0,0,(UnAssigned),N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,C,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,21,,8/14/2009 2:45:21 PM,CMS,11/10/2009 12:18:25 PM,RANDY,N,10321
203810,U. S. INSURANCE SERVICES,FORMELY JACK WEST & ASSO.,2000 ART MUSEUM DRIVE,JACKSONVILLE,FL,32207,904-398-8533,904-396/5920,CAROL,.,,,,,CAROL,.,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,6/29/2006,200,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,N,P,5,0,Southside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:22 PM,CMS,9/4/2009 11:50:47 AM,DAWN,N,10322
203815,JACK BECKER DISTRIBUTORS,INC.,P. O. BOX 41086,JACKSONVILLE,FL,32203--108,800-488-8411,800-488-8411,DON,HUDSON,,,,,DON,HUDSON,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,N,N,0,0,(UnAssigned),N,Y,1,3816,JACK BECKER DIST. INC.,1645 JESSIE ST,"JACKSONVILLE, FL   32206",ATTN DON H.,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:22 PM,CMS,5/31/2012 9:48:30 AM,NEAL,N,10323
203850,JACKSONVILLE GOLF AND,COUNTRY CLUB,4060 JEBB ISLAND CIRCLE W,JACKSONVILLE,FL,32224,904-223-5555,,,,,SUSAN,MORRIS,,KIM,SHEPPARD,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,12/1/2014,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,Y,,0,Y,0,N,P,12,0,Arlington,N,Y,4,3851,ALYSON STEWART,3824 MICHAELS LANDING,CIRCLE E.,JAX. FL 32224,,,223-3592,,,,Use Item Price,i,I,,0,+,KIM SHEPPARD A/P,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:22 PM,CMS,2/14/2014 12:43:47 PM,RANDY,N,10324
203880,JAX BARGAIN PLYWOOD,455 Cassat avenue,,JACKSONVILLE,FL,32254,904-384-4677,904-389-6614,CHERYL,.,accounting@jaxbargaincabinets.com,,,,CHERYL,.,accounting@jaxbargaincabinets.com,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),C.O.D,8/29/2024,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,26-8012047146-5 *16,0,Y,0,N,P,7,0,Westside,Y,Y,1,8802,JAX BARGAIN CARPET,455 CASSAT AVENUE,,JACKSONVILLE,FL,32254,,904-387-0009,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,X,X,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,23,,8/14/2009 2:45:22 PM,CMS,7/28/2016 11:29:37 AM,PETE,N,10325
203959,Riverton Sr.Ctr. (jones College),ARLINGTON CAMPUS,5353 ARLINGTON EXPRESSWAY,JACKSONVILLE,FL,32211,904-743-1122,904-743-4446,lillian,young,lyoung@jones.edu,KATHY,.,,JIM,DAVIS @ 114,,,,,,FLORIDASALES,10,Randy Frontz,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),2% 10 NET 30,7/28/2023,750,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8012620669C-9 *21,0,Y,0,N,P,12,0,Arlington,N,Y,1,1,JONES COLLEGE,5353 ARLINGTON EXPRESSWAY,,JACKSONVILLE,FL,32211,,,,,30% Profit Margin,p30,P,,30,+,,,,MAIL ONLY,,PLEASE CALL LILLIAN WHEN,DELIVERING 904-923-9473,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),Y,C,E,A,N,Y,N,,,0,0,0,0,0,0,M,Greg,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:23 PM,CMS,1/20/2023 11:27:43 AM,JEFF,N,10326
203960,JONES ROAD BAPTIST CHURCH,,2506 JONES ROAD,JACKSONVILLE,FL,32220,904-786-0646,904-786-1227,MELINDA,.,,,,,MELINDA,.,,,,,,FLORIDASALES,51,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,9/12/2023,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,26-08-107559-55C,0,Y,0,N,P,7,0,Westside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:23 PM,CMS,9/1/2015 9:37:43 AM,STEVE,N,10327
204250,MILLERS PRODUCE,7303 PEARL STREET,,JACKSONVILLE,FL,32209,904-553-3741,,CLAYTONIA,.,,,,,CLAYTONIA,.,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),C.O.D,3/11/2021,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,26-8014877904-4,0,Y,0,N,P,1,0,Downtown,Y,Y,1,4250,MILLERS PRODUCE KITCHEN,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:23 PM,CMS,7/20/2012 2:37:40 PM,JACKIE,N,10328
204251,JEFFREY CLEMONS,5927 N.W. 211TH ST,,STARKE,FL,32094,904-813-1529,,JEFFREY,CLEMONS,,,,,JEFFREY,CLEMONS,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),C.O.D,4/10/2023,500,,,0,0,0,0,0,0,0,PICKUP,Destination,P,Y,,0,Y,0,N,P,17,0,Customer Pickup,Y,Y,1,4251,JEFFREY CLEMONS,904/813-1529,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),Y,B,E,A,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,Y,N,E,,E,,N,E,,21,,8/14/2009 2:45:23 PM,CMS,8/3/2015 12:31:06 PM,STEVE,N,10329
204291,JACKSONVILLE AVIATION AUTHORITY,ATTN: ACCOUNTS PAYABLE,14201 PECAN PARK ROAD,JACKSONVILLE,FL,32218,904-741-2209,904-741-2350,JUANITA,HENDERSON,JHENDERSON@JAA.AERO,,,,JUANITA,HENDERSON,JHENDERSON@JAA.AERO,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,10/31/2016,1000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8013518288C-9,0,Y,0,N,P,2,0,Northside,N,Y,2,4291,JACKSONVILLE PORT AUTH.,13810 THOMAS IMESON AVE,"JACKSONVILLE, FL",32218,,,JUANITA,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,C,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:24 PM,CMS,8/10/2015 2:16:34 PM,STEVE,N,10330
204400,LITTLE ROCK BAPTIST,CHURCH,1418 VAN BUREN STREET,JACKSONVILLE,FL,32206,904-356-2525,904-356-0454,PAT,GRAHAM,,,,,PAT,GRAHAM,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,2/22/2012,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,26-08-107537-55 C,0,Y,0,N,P,1,0,Downtown,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:24 PM,CMS,2/23/2011 2:15:25 PM,JACKIE,N,10331
204840,MOUNT VERNON BAPTIST,CHURCH,1462 PRINCE STREET,JACKSONVILLE,FL,32209,904-355-0140,904-355-3543,MRS,ATWATER,atwatere@bellsouth.net,MRS,ATWATER,atwatere@bellsouth.net,MRS,ATWATER,atwatere@bellsouth.net,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,7/11/2025,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8013757206C-8,0,Y,0,N,P,1,0,Downtown,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,call Mrs Atwater #504-2833 or,765-3340,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,C,D,I,N,Y,N,,,0,0,0,0,0,0,P,MRS,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:24 PM,CMS,7/24/2018 10:38:15 AM,RANDY,N,10332
205070,NEW BEGINNING DAYCARE,CENTER & KINDERGARTEN,2804 W. EDGEWOOD AVE.,JACKSONVILLE,FL,32209,904-765-2845,904-765-2845,ALFREDA,REDDING,,,,,ALFREDA,REDDING,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,8/12/2019,300,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8015837083C-2,0,Y,0,N,P,1,0,Downtown,N,Y,1,5071,NEW BEGINNING DAYCARE,CENTER & KINDERGARTEN,2804 WEST EDGEWOOD AVE,"JACKSONVILLE,",FL,32209,,,,,Use Item Price,i,I,,0,+,Cust wants paper invoice,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,alfreda,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:24 PM,CMS,9/30/2019 10:50:20 AM,NATE,N,10333
205071,EPHESUS SEVENTH DAY ADVENTIST CHURC,ADVENTIST CHURCH,P.O. BOX 9235,JACKSONVILLE,FL,32208,904-765-3225,904-924-2045,NANCY,JAMES,,,,,NANCY,JAMES,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,5/10/2012,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8015837083c-2 *17,0,Y,0,N,P,0,0,(UnAssigned),N,Y,1,5071,EPHESUS SEVENTH DAY,ADVENTIST CHURCH,2750 W. EDGEWOOD AVENUE,"JACKSONVILLE,",FL,32209,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:25 PM,CMS,6/21/2017 11:24:10 AM,DAVID,N,10334
205072,EPHESUS JR ACADEMY,2760 W. EDGEWOOD AVENUE,,JACKSONVILLE,FL,32209,904-765-3225,904-924-2045,NANCY,JAMES,,,,,NANCY,JAMES,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,10/14/2016,2000,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,85-8015837084C-9,0,Y,0,N,P,2,0,Northside,N,Y,1,5072,EPHESUS JR ACADEMY,2760 W. EDGEWOOD AVENUE,,JACKSONVILLE,FL,32209,,,,,Use Item Price,i,I,,0,+,,,,,,,,,Y,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,C,E,I,N,Y,N,,,0,0,0,0,0,0,F,MRS,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:25 PM,CMS,3/6/2017 2:55:08 PM,PETE,N,10335
205077,NEW BETHLEHEM MISSIONARY,BAPTIST CHURCH,1824 PROSPECT STREET,JACKSONVILLE,FL,32208,904-226-3544,,,,,,,,,,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,2/29/2012,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,26-00-113887-55C,0,Y,0,N,P,0,0,(UnAssigned),N,Y,1,5078,EDISON AVE. BARBER SHOP,2594 EDISON AVENUE,"JACKSONVILLE, FLORIDA",32205,,,MR. L THOMAS,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:25 PM,CMS,5/26/2011 12:20:40 PM,RANDY,N,10336
205080,NORTHSIDE CHURCH OF CHRIST,,P. O. BOX 12319,JACKSONVILLE,FL,32209,904-765-9830,904-764-8048,PD,Brown,pdbrown795@yahoo.com,,,,PD,Brown,pdbrown795@yahoo.com,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),EX,Tax Exempt,N,,,(UnAssigned),NET 30,4/15/2026,500,,,1079.42,758.53,0,0,0,0,320.89,Best Way,Destination,P,N,85-8012644382C-5 *20,0,Y,0,N,P,2,0,Northside,N,Y,1,5081,NORTHSIDE CHURCH OF,CHRIST,4736 AVENUE B,"JACKSONVILLE,",FL,32209,PURCHASING,,,,30% Profit Margin,p30,P,,30,+,,,,,,,,,,N,,0,,(UnAssigned),N,N,,(UnAssigned),Y,A,C,A,N,Y,N,,,0,0,0,0,0,0,M,TIFFANY,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:25 PM,CMS,10/29/2025 5:06:35 PM,JEFF,N,10337
205081,NORTHSIDE CHURCH OF CHRIST-CHILD DV,ATTN: CHILD DEVELOPMENT CENTER,P.O. BOX 12319,JACKSONVILLE,FL,32209,904-768-1344,904-764-8048,PAT,BROWN,PDBROWN795@YAHOO.COM,,,,PAT,BROWN,PDBROWN795@YAHOO.COM,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),EX,Tax Exempt,N,,,(UnAssigned),NET 30,11/14/2025,1000,,,50.7,0,0,0,0,0,50.7,Best Way,Destination,P,N,85-8012644382C-5,0,Y,0,N,E,2,0,Northside,Y,Y,1,5081,CHILD DEVELOPMENT CENTER,N/S CHURCH OF CHRIST,4736 AVENUE B,JACKSONVILLE,FL,32209,PAT BROWN,,,,30% Profit Margin,p30,P,,30,+,,,,,,*** NO MONDAY DELIVERY!! **,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),Y,C,D,A,N,Y,N,,,0,0,0,0,0,0,M,PAT,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:26 PM,CMS,11/5/2025 3:29:28 PM,JEFF,N,10338
205085,NORTHSIDE CHURCH OF GOD,,5252 DUNN AVENUE,JACKSONVILLE,FL,32218,904-764-6040,904-764-6077,FRED,FOREMAN,,,,,FRED,FOREMAN,,,,,,FLORIDASALES,20,RANDY FRONTZ,0,(UNASSIGNED),DV,Duval County,N,,,(UnAssigned),NET 30,4/3/2012,500,,,0,0,0,0,0,0,0,Best Way,Destination,P,N,26-00-110962-55C,0,Y,0,N,P,2,0,Northside,N,N,0,,,,,,,,,,,,Use Item Price,i,I,,0,+,,,,,,,,,,N,,0,,(UnAssigned),Y,N,,(UnAssigned),,,E,I,N,Y,N,,,0,0,0,0,0,0,P,,N,E,,N,N,E,,E,,N,E,,21,,8/14/2009 2:45:26 PM,CMS,7/7/2011 11:23:55 AM,JACKIE,N,10339
