VendorAcct,VendorGroupCode,VendorName,Address1,Address2,City,State,Zip,OfficePhone,OfficeFax,WebAddress,OfficeContact,OfficeContactEmailAddress,POContact,POContactEmailAddress,APContact,APContactEmailAddress,ServiceContact,ServiceContactEmailAddress,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,CreditLimit,CreditComments1,CreditComments2,Exp1MajorAcct,Exp2MajorAcct,MinPOAmt,MinPOWgt,MinPOCubes,Terms,Carrier,TaxFlag,FrtPpdCol,CheckType,Eligible1099Flag,Comments1,Comments2,VCustAcctNum,LeadTimeDays,ReviewCycleDays,POIssueOption,Field1,Field2,YTDTotPurchases,CurBalance,AgeBal1,AgeBal2,AgeBal3,AgeBal4,AgeBal5,AgeBal6,PendingOrdersBal,AgeStatus,AgeDelinquentFlag,AgeDelinquentBal,AvePmtDays,FirstIssuePODate,LastIssuePODate,PONumber,LastAPInvcDate,LastAPPmtDate,SetupTimeStamp,SetupBy,LastModifyTimeStamp,LastModifyBy,ObsoleteFlag,VendorID
LAMSAL,PO,"LAMP SALES UNLIMITED, INC",,P.O. BOX 10606,JACKSONVILLE,FL,32247,904/737-9292,904-737-4333,,KAREN/BOB,don@lampsales.org,KAREN/BOB,don@lampsales.org,,,,,"LAMP SALES UNLIMITED, INC",,P.O. BOX 10606,JACKSONVILLE,FL,32247,0,,,1200,,0,0,0,N30,THEIR TRUCK,N,P,OI,N,,,,2,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,21,9/16/2009,4/6/2022,213929,6/14/2022,7/8/2022,8/14/2009 1:37:04 PM,CMS,8/11/2017 12:50:31 PM,BRITTANY,N,10139
LAWPRO,PO,LAWRENCE METAL PRODUCTS,P.O. BOX 400-M,,BAY SHORE,NY,11706,800/441-0019,631-666-0336,,,,,,,,,,LAWRENCE METAL PRODUCTS,260 SPUR DRIVE SOUTH,,BAY SHORE,NY,11706,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,11/4/1999,,,1/19/2000,8/14/2009 1:37:04 PM,CMS,12/23/2009 12:31:35 PM,JOHN,N,10140
LITCO,PO,LITCO INTERNATIONAL INC.,P.O. BOX 150,,VIENNA,OH,44473,1-330-539-5433,1-330-539-5388,,PETE,pete@litco.com,PETE,pete@litco.com,,,,,LITCO INTERNATIONAL INC.,P.O. BOX 150,,VIENNA,OH,44473,0,,,1200,,0,0,0,N15,BEST WAY,N,P,OI,N,,,,5,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,12,9/30/2009,10/14/2014,207644,10/22/2014,9/1/2014,8/14/2009 1:37:04 PM,CMS,3/28/2013 1:49:08 PM,JOHN,N,10141
LPSIND,PO,LPS INDUSTRIES,,P.O. BOX 18858,NEWARK,NJ,7191,1-800-275-6577,1-770-424-6032,,CUSTOMER,,CUSTOMER,,LARRY,LCOSTA@LPSIND.COM,,,LPS INDUSTRIES,1145 ROTTENWOOD DR,SUITE 120,MARIETTA,GA,30067,0,,,1200,,0,0,0,CC,BEST WAY,N,P,OI,N,ACCT #1640485,,,5,30,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,18,9/16/2009,1/10/2023,214376,2/11/2023,5/19/2023,8/14/2009 1:37:04 PM,CMS,2/26/2019 1:51:27 PM,NEAL,N,10142
LUBSPE,PO,LUBE SPECIALISTS,P.O. BOX 220,,LAKE CITY,FL,32056,800/289-5823,386-755-5927,,,,,,,,,,LUBE SPECIALISTS,,,,,,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,2,1/28/2010,7/11/2014,207275,7/14/2014,7/21/2014,8/14/2009 1:37:04 PM,CMS,9/25/2012 12:29:59 PM,JOHN,N,10143
LUDCOM,PO,LUDLOW COMPOSITES CORP.,P.O. BOX 75643,,CLEVELAND,OH,44101-4755,800/628-5463,800-544-2806,,,,,,,,,,LUDLOW COMPOSITES CORP.,P.O. BOX 75643,,CLEVELAND,OH,44101-4755,0,,,1200,,0,0,0,N20,BEST WAY,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,25,10/2/2009,9/7/2016,210050,9/12/2016,10/7/2016,8/14/2009 1:37:05 PM,CMS,9/25/2012 11:59:29 AM,JACKIE,N,10144
MACENG,PO,"MACHINE ENGINEERS, INC.",651 EAST 8TH ST,,JACKSONVILLE,FL,32206,904/353-8289,,,,,,,,,,,"MACHINE ENGINEERS, INC.",651 EAST 8TH ST,,JACKSONVILLE,FL,32206,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,39,12/3/2009,12/3/2009,200292,12/4/2009,1/12/2010,8/14/2009 1:37:05 PM,CMS,12/3/2009 11:07:40 AM,JACKIE,N,10145
MAISTR,PO,MAIN STREET WHOLESALE,3717 VANCE STREET,,JACKSONVILLE,FL,32264,904/354-3692,904-353-2344,,MR JOE,mainstreetcoo@att.net,MR JOE,mainstreetcoo@att.net,,,,,MAIN STREET WHOLESALE,3717 VANCE STREET,,JACKSONVILLE,FL,32264,0,,,1200,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,1,5/25/2010,9/20/2012,204185,10/1/2012,9/27/2012,8/14/2009 1:37:05 PM,CMS,9/20/2012 9:21:57 AM,JOHN,N,10146
MASHOS,PO,HOSEPOWER USA,P.O. BOX 861777,,ORLANDO,FL,32886,904/652-0874,904-652-0691,,,,,,,,,,HOSEPOWER USA,3022 FAYE ROAD,,JACKSONVILLE,FL,32226,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,2,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,26,10/8/2009,11/21/2016,210253,11/22/2016,12/16/2016,8/14/2009 1:37:05 PM,CMS,11/7/2012 2:06:46 PM,JOHN,N,10147
MCMCAR,PO,MCMASTER-CARR SUPPLY,P.O.BOX 740100,,ATLANTA,GA,30374,404/346-7000,,,,,,,,,,,MCMASTER-CARR SUPPLY,P.O.BOX 740100,,ATLANTA,GA,30374,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,5/4/2010,2/8/2013,204740,2/8/2013,2/8/2013,8/14/2009 1:37:05 PM,CMS,9/25/2012 12:30:58 PM,JOHN,N,10148
MELDIS,PO,MELILLO DISTIBUTING CO.,400 DRAKE STREET,,JACKSONVILLE,FL,32254,904/783-1181,904-783-1772,,,,,,,,,,MELILLO DISTIBUTING CO.,400 DRAKE STREET,,JACKSONVILLE,FL,32254,0,,,1200,,0,0,0,N10,BEST WAY,N,P,OI,N,,,,5,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,6/24/2005,,,8/8/2005,8/14/2009 1:37:05 PM,CMS,,,N,10149
MICDRI,PO,MICHIGAN DRILL CORP.,,P.O. BOX 7012,TROY,MI,48007,800/890-7364,,,,,GEORGE,,,,,,MICHIGAN DRILL CORP.,1800-890-7364,8405 N.W. 66TH STREET,MIAMI,FL,33166,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,5,15,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,31,11/16/2009,3/18/2019,212178,3/22/2022,3/25/2022,8/14/2009 1:37:05 PM,CMS,10/24/2013 2:39:37 PM,JOHN,N,10150
MKMORS,PO,M.K.MORSE COMPANY,P.O.BOX 8677,,CANTON,OH,44711,800-733-3377,800-729-1112,,,,,,,,,,M.K.MORSE COMPANY,P.O.BOX 8677,,CANTON,OH,44711,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,26893000,3,20,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,26,9/29/2009,6/3/2014,207091,6/5/2014,6/2/2014,8/14/2009 1:37:05 PM,CMS,10/4/2013 12:29:54 PM,JOHN,N,10151
MLCS,PO,WOODWORKER'S CHOICE,P.O. BOX 165,,HUNTINGDON VLY,PA,19006,800/544-9663,215-938-5070,,JACK,,MITCH,,,,,,WOODWORKER'S CHOICE,P.O. BOX 165,,HUNTINGDON VLY,PA,19006,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,5,120,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,2/10/2009,,,6/4/2009,8/14/2009 1:37:06 PM,CMS,10/24/2012 12:54:01 PM,JOHN,N,10152
MOTIND,PO,MOTION INDUSTRIES,JACKSONVILLE,P.O. BOX 404130,ATLANTA,GA,30384,904/758-5780,,,,,JIMMY,,,,,,MOTION INDUSTRIES,401 HECKSCHER DRIVE,,JACKSONVILLE,FL,32218,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,100275,3,60,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,22,9/25/2009,9/1/2015,208931,9/2/2015,9/25/2015,8/14/2009 1:37:06 PM,CMS,4/29/2015 10:06:04 AM,NEAL,N,10153
MSCIND,PO,MSC INDUSTRIAL SUPPLY CO.,DEPT. CH 0075,,PALATINE,IL,60055,1-800-645-7270,,,,,,,,,,,MSC INDUSTRIAL SUPPLY CO.,DEPT. CH 0075,,PALATINE,IL,60055,0,792729,,1200,,15,0,0,N30,Best Way,N,P,OI,N,,,792729,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,29,11/17/2009,2/18/2021,213291-2,3/12/2021,3/31/2021,8/14/2009 1:37:06 PM,CMS,12/28/2015 1:56:35 PM,STEVE,N,10154
NAPA,PO,NAPA AUTO PARTS,1090 HAINES STREET,,JACKSONVILLE,FL,32206,904/354-7851,,,,,,,,,,,NAPA AUTO PARTS,1090 HAINES STREET,,JACKSONVILLE,FL,32206,0,,,6190,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,8,8/11/2010,6/26/2014,207215,11/25/2015,11/25/2015,8/14/2009 1:37:06 PM,CMS,11/25/2015 9:27:30 AM,STEVE,N,10155
NASBAG,PO,"NASHVILLE BAG CO.,INC.",,400 WATSON STREET,NASHVILLE,GA,31639,800-625-6992,229-686-5144,,DAVID,david@nashvillebagcompany.com,DAVID,david@nashvillebagcompany.com,,,,,"NASHVILLE BAG CO.,INC.",,400 WATSON STREET,NASHVILLE,GA,31639,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,24,4/30/2010,2/5/2025,215446,2/5/2025,10/17/2025,8/14/2009 1:37:06 PM,CMS,12/28/2015 9:18:33 AM,STEVE,N,10156
NASCO,PO,NASCO FORT ATKINSON,901 JANESVILLE AVE.,,FORT ATKINSON,WI,53538,920/563-2495,920-562-8282,,TOM,,TOM,,,,,,NASCO FORT ATKINSON,901 JANESVILLE AVE.,,FORT ATKINSON,WI,53538,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,10,120,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,1,7/20/2012,9/9/2013,205741,9/24/2013,9/24/2013,8/14/2009 1:37:06 PM,CMS,10/14/2014 8:05:44 AM,NEAL,N,10157
NDIWHO,AP,NDI WHOLESALE,P.O. BOX 534453,,ATLANTA,GA,30353,352-748-4213,352-748-2871,,TIM,,TIM,,,,,,NDI WHOLESALE,3409 NE 37TH PLACE,,WILDWOOD,FL,34785,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,6/4/2008,,,7/30/2008,8/14/2009 1:37:07 PM,CMS,8/25/2009 4:22:07 PM,JACKIE,N,10158
NIFPRO,PO,NIFTY PRODUCTS,P.O. BOX 161,,MARLBORO,NJ,7746,1-800-631-2172,1-732-591-8477,WWW.NIFTYPACK.COM,HARRIETT,SALES@NIFTYPACK.COM,,,,,,,NIFTY PRODUCTS,4 JOCAMA BOULEVARD,,OLD BRIDGE,NJ,8857,500,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,10,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,24,6/23/2011,6/23/2011,202399,6/27/2011,7/21/2011,8/14/2009 1:37:07 PM,CMS,6/23/2011 3:24:59 PM,JACKIE,N,10159
NILADV,PO,NILFISK-ADVANCE INC.,P.O. BOX 930444,,ATLANTA,GA,31193,1-800-334-1083,,,,,,,,,,,KENT/EUROCLEAN,14600 21ST AVE NO,,PLYMOUTH,MN,55447,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,Acct #C10N10032,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,46,,4/2/2007,,1/6/2012,2/21/2012,8/14/2009 1:37:07 PM,CMS,2/10/2012 11:35:08 AM,JACKIE,N,10160
NILODO,PO,"NILODOR, INC.",,P.O. BOX 660,BOLIVAR,OH,44612,1800-443-4321,1-330-874-3366,,KEVIN,,KEVIN,,,,,,"NILODOR, INC.",,P.O. BOX 660,BOLIVAR,OH,44612,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,4/19/2011,4/19/2011,202133,4/21/2011,4/21/2011,8/14/2009 1:37:07 PM,CMS,4/19/2011 4:20:35 PM,JACKIE,N,10161
NORSAF,PO,NORCROSS SAFETY PRODUCTS,7993 COLLECTION CENTER DR,,CHICAGO,IL,60693,309/786-7741,800-267-6809,,,,,,,,,,NORCROSS SAFETY PRODUCTS,1136 2ND STREET,,ROCK ISLAND,IL,61201,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,6,14,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,41,9/18/2009,9/18/2009,200027,9/15/2009,10/26/2009,8/14/2009 1:37:07 PM,CMS,3/23/2010 12:38:16 PM,JOHN,N,10162
OFFDEP,PO,OFFICE DEPOT CREDIT PLAN,DEPT.56-4101150349,P.O. BOX 9020,DES MOINES,IA,50368,800/729-7744,,,,,,,,,,,OFFICE DEPOT CREDIT PLAN,,P.O. BOX 9020,DES MOINES,IA,50368,0,,,1200,,0,0,0,N10,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,6,12/15/2009,6/6/2012,203777,1/11/2013,2/5/2013,8/14/2009 1:37:07 PM,CMS,12/15/2009 12:47:02 PM,JACKIE,N,10163
OKLRIG,PO,"ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,800/678-6577,1-800-579-2533,WWW.ORSNASCO.COM,,,1-800-579-2533,,,,,,"ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,0,,,1200,,100,0,0,N30,BEST WAY,N,P,OI,N,ACCT # 606948,,606948,4,5,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,10,9/14/2009,2/12/2021,213284,2/12/2021,3/12/2021,8/14/2009 1:37:07 PM,CMS,12/28/2015 9:17:36 AM,STEVE,N,10164
OLDDOM,AP,OLD DOMINION FREIGHT LINE,P.O. BOX 198475,,ATLANTA,GA,30384,904-388-6567,,,HEATHER,HEATHER.JONES@ODFL.COM,HEATHER,HEATHER.JONES@ODFL.COM,,,,,OLD DOMINION FREIGHT LINE,P.O. BOX 198475,,ATLANTA,GA,30384,0,,,6570,,0,0,0,N10,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,10,,,,10/14/2013,11/3/2013,8/14/2009 1:37:07 PM,CMS,3/1/2013 1:57:40 PM,JACKIE,N,10165
OMETEC,PO,OMEGA RECYCLING TECHNOL.,5742 FERRIER STREET,,"MONTREAL,QUEBEC",CAN,H4P 1M7,800/361-1194,514-731-1684,,DAVID,,ELIZABETH,,,,,,OMEGA RECYCLING TECHNOL.,5742 FERRIER STREET,,"MONTREAL,QUEBEC",CAN,H4P 1M7,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,5/8/2002,,,7/30/2008,8/14/2009 1:37:08 PM,CMS,,,N,10166
OREILY,PO,OREILLY AUTO PARTS,4124 EMERSON ST,,JACKSONVILLE,FL,,904/399-4459,,,,,,,,,,,OREILLY AUTO PARTS,4124 EMERSON ST,,JACKSONVILLE,FL,,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,2,120,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,8/24/2010,1/19/2016,209391,10/22/2010,10/22/2010,8/14/2009 1:37:08 PM,CMS,9/18/2009 9:54:42 AM,JOHN,N,10167
OREINT,PO,OREN INTERNATIONAL,1995 HOLLYWOOD AVENUE,,PENSACOLA,FL,32505,850-433-9080,866-435-9127,,ALAN,,ALAN,,,,,,OREN INTERNATIONAL,1995 HOLLYWOOD AVENUE,,PENSACOLA,FL,32505,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,4/16/2009,,,6/10/2009,8/14/2009 1:37:08 PM,CMS,5/3/2010 2:12:40 PM,JACKIE,N,10168
P&HHYD,PO,P & H HYDRAULICS,6530 TRIXY STREET,,JACKSONVILLE,FL,32219,904/781-3558,,,LIZ,,LIZ,,,,,,P & H HYDRAULICS,6530 TRIXY STREET,,JACKSONVILLE,FL,32219,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,10,120,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,32,,1/22/2008,,5/18/2017,6/7/2017,8/14/2009 1:37:08 PM,CMS,9/20/2012 8:28:22 AM,JOHN,N,10169
PACHAN,PO,"PACIFIC HANDY CUTTER, INC",P.O. BOX 60380,,LOS ANGELES,CA,90060,1-800-229-2233,1-714-662-7595,,,,,,,,,,"PACIFIC HANDY CUTTER, INC",P.O. BOX 60380,,LOS ANGELES,CA,90060,0,,,1200,,750,0,0,N30,BEST WAY,N,P,OI,N,ACCOUNT #5879,,,7,30,Call,,,,-42.73,-42.73,0,0,0,0,0,0,Cur,N,0,22,11/20/2009,11/11/2019,212561,4/27/2022,4/27/2022,8/14/2009 1:37:08 PM,CMS,7/21/2014 3:12:00 PM,NEAL,N,10170
PACSTR,PO,PAC STRAPPING PRODUCTS,307 NATIONAL ROAD,,EXTON,PA,19341,1-800-523-7752,1-610-363-7349,,,,AUDREY,ARR@STRAPSOLUTIONS.COM,,,,,PAC STRAPPING PRODUCTS,P.O. BOX 34174,,NEWARK,NJ,7189,0,,,1200,,0,0,0,N20,BEST WAY,N,P,OI,N,,,,10,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,25,10/6/2009,8/15/2012,204051,8/15/2012,9/4/2012,8/14/2009 1:37:08 PM,CMS,3/28/2018 1:23:15 PM,RANDY,N,10171
PARSTE,PO,PARLIMENT BUILDING PRODUC,9621 Florida Mining Blvd.,,JACKSONVILLE,FL,32257,904/387-8444,904-387-8465,,SCOTT,,SCOTT,,,,,,PARLIMENT BUILDING PRODUC,9621 Florida Mining Blvd.,,JACKSONVILLE,FL,32257,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,7,11/3/2009,4/15/2026,216075,7/31/2025,2/4/2026,8/14/2009 1:37:09 PM,CMS,12/27/2017 8:50:26 AM,PETE,N,10172
PASHAR,PO,PASCO HARDWARE,P.O. BOX 164,,CALLAHAN,FL,32011,904/354-3622,904-355-1746,,,,,,,,,,PASCO HARDWARE,P.O. BOX 164,,CALLAHAN,FL,32011,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,3,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,89,9/17/2009,11/11/2011,202977,11/11/2011,12/21/2011,8/14/2009 1:37:09 PM,CMS,12/2/2011 12:43:32 PM,JACKIE,N,10173
PATSCA,PO,PATTERSON SCALE,,2201-100 EDISON AVE.,JACKSONVILLE,FL,32204,904/355-5822,904-358-8846,,LISA,,LISA,,,,,,PATTERSON SCALE,,2201-100 EDISON AVE.,JACKSONVILLE,FL,32204,0,,,1200,,0,0,0,N30,PICKUP,N,P,OI,N,,,,2,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,5/14/2008,,,6/10/2008,8/14/2009 1:37:09 PM,CMS,8/26/2010 1:26:38 PM,JOHN,N,10174
PLACOM,PO,PLATINUM COMPUTER GROUP,5004 FREMONT STREET,,JACKSONVILLE,,32210,904/388-8068,904-388-0935,,SHAWN,,SHAWN,,,,,,PLATINUM COMPUTER GROUP,5004 FREMONT STREET,,JACKSONVILLE,,32210,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,45,,7/6/2009,,9/11/2009,10/26/2009,8/14/2009 1:37:09 PM,CMS,11/8/2010 10:03:42 AM,JACKIE,N,10175
POWPUM,PO,POWER & PUMPS,P.O. BOX 40129,,JACKSONVILLE,FL,32203,904/356-5881,904-356-8717,,CURTIS,,CURTIS,,,,,,POWER & PUMPS,P.O. BOX 40129,803 NORTH MYRTLE AVE.,JACKSONVILLE,FL,32203,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,12/15/2008,,,2/20/2009,8/14/2009 1:37:09 PM,CMS,,,N,10176
PROTOO,PO,PRODUCTION TOOL SUPPLY,P.O. BOX 670587,,DETROIT,MI,48267,800/366-2600,,,,,,,,,,,PRODUCTION TOOL SUPPLY,21000 McARTHUR,,WARREN,MI,48089,0,,,1200,,25,0,0,N30,Best Way,N,P,OI,N,,,815383,10,120,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,30,12/14/2010,12/6/2012,204508,12/6/2012,1/3/2013,8/14/2009 1:37:09 PM,CMS,12/14/2010 1:29:54 PM,JOHN,N,10177
QUASTO,PO,QUANTUM STORAGE SYSTEMS,4820 N.W.128TH STREET,,OPA LOCKA,FL,33054,800-685-4665,305-688-2790,,CHAD,,CHAD,,,,,,QUANTUM STORAGE SYSTEMS,4820 N.W.128TH STREET,,OPA LOCKA,FL,33054,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,4/10/2006,,,6/22/2006,8/14/2009 1:37:09 PM,CMS,,,N,10178
R&LCAR,AP,"R&L CARRIERS, INC.",P.O. BOX 713153,,COLUMBUS,OH,43271,904/783-9470,,,LORI,,LORI(CELL,,,,,,"R&L CARRIERS, INC.",P.O. BOX 713153,,COLUMBUS,OH,43271,0,,,1200,,0,0,0,N10,BEST WAY,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,1/22/2008,8/14/2009 1:37:10 PM,CMS,8/25/2009 4:23:34 PM,JACKIE,N,10179
RAYVAC,PO,iscSPECTRUM BRANDS,7040 COLLECTION CENTER DR,,CHICAGO,IL,60693,800/331-4522,800-356-4200,,MARK,,MARK,,,,,,SPECTRUM BRANDS,7040 COLLECTION CENTER DR,,CHICAGO,IL,60693,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,10/10/2006,,,3/4/2008,8/14/2009 1:37:10 PM,CMS,10/24/2013 2:29:30 PM,JOHN,N,10180
RHOADS,PO,VISUSA,210 MEISTER AVE.,,SOMERVILLE,NJ,8876,1-908-575-0606,1-908-575-9611,,RENE',,RENE',,,,,,VISUSA,210 MEISTER AVE.,,BRANCHBURG,NJ,8876,0,,,1200,,100,0,0,N30,Best Way,N,P,OI,N,,,,10,90,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,35,12/1/2010,2/6/2012,203300,2/13/2012,3/21/2012,8/14/2009 1:37:10 PM,CMS,12/1/2010 12:04:37 PM,JOHN,N,10181
RITSAF,PO,RITZ SAFETY EQUIPMENT,,P.O. BOX 713139,CINCINNATI,OH,45271,904-733-6006,904-733-6640,,,,,,,,,,RITZ SAFETY EQUIPMENT,,4456 PHILIPS HIGHWAY,JACKSONVILLE,FL,32207,0,,,1200,,0,0,0,CC,THEIR TRUCK,N,P,OI,N,,,,5,5,Call,,,,0,0,0,0,0,0,0,29.95,Cur,N,0,17,9/16/2009,1/2/2026,215938,11/11/2025,11/14/2025,8/14/2009 1:37:10 PM,CMS,12/28/2015 10:47:25 AM,STEVE,N,10182
ROAEXP,AP,"ROADWAY EXPRESS, INC.",P.O. BOX 905587,,CHARLOTTE,NC,28290,904/786-7733,,,,,,,,,,,"ROADWAY EXPRESS, INC.",P.O. BOX 905587,,CHARLOTTE,NC,28290,0,,,1200,,0,0,0,N10,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,10/6/2005,8/14/2009 1:37:10 PM,CMS,8/25/2009 4:23:57 PM,JACKIE,N,10183
ROBBOS,PO,ROBERT BOSCH TOOL CORP.,P.O. BOX 530193,,ATLANTA,GA,30353,800/242-7003,800-833-5460,,,,,,,,,,ROBERT BOSCH TOOL CORP.,P.O. BOX 530193,,ATLANTA,GA,30353,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,10,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,10/15/2008,,,1/19/2009,8/14/2009 1:37:10 PM,CMS,,,N,10184
ROYFOA,PO,ROYAL FOAM,C/O GREEN WALL CONSTRUCTION LLC.,1333 HAINES STREET,JACKSONVILLE,FL,32206,904-345-5400,904-632-2353,,WILLIAM,,DENNIS,,,,,,GREEN WALL CONSTRUCTION LLC.,1333 HAINES STREET,,JACKSONVILLE,FL,32206,0,,,1200,,0,0,0,N10,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,19,11/23/2009,11/22/2011,203017,11/22/2011,11/22/2011,8/14/2009 1:37:10 PM,CMS,2/17/2012 12:29:47 PM,JACKIE,N,10185
RUBMAI,PO,RUBBERMAID COMMERCIAL,PRODUCTS,P.O. BOX 92026,CHICAGO,IL,60675,800/233-0314,800-847-8551,,,,,,,,,,RUBBERMAID COMMERCIAL,P.O. BOX 92026,,CHICAGO,IL,60675,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,9/8/2008,,,10/13/2008,8/14/2009 1:37:11 PM,CMS,4/17/2012 11:53:57 AM,JACKIE,N,10186
SAAFEL,PO,SAALFELD REDISTRIBUTION,P.O. BOX 677319,,DALLAS,TX,75267,1-877-482-5607,1-877-482-5606,https://www.saalfeldonline.com/,JULIE,Julie.Farrar@ipaper.com,,,,,,,SAALFELD REDISTRIBUTION,P.O. BOX 677319,,DALLAS,TX,75267,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,CUST #4000884,,,5,7,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,10,10/1/2009,2/2/2016,209448,2/5/2016,3/4/2016,8/14/2009 1:37:11 PM,CMS,12/28/2015 9:07:34 AM,STEVE,N,10187
